client_id,Recency,Frequency,Monetary,R_Quartile,F_Quartile,M_Quartile,RFMScore
214affe8a9a19175219f74f6f558db37,4,5,247.75,4,3,2,432
214f9b150df6286a84d5729398cffb2b,20,1,139.8,2,1,1,211
21547d41750e305f0fe2a21f470c07d2,69,1,35.72,1,1,1,111
2156bee21a30882ba2f172c3deb16c87,58,3,395.69,1,2,2,122
215753a41d7b0b78ad9fe8b97d36c431,46,2,203.76,1,1,2,112
2159aaeb7f722c02e752c63de3b17c15,3,4,824.4399999999999,4,2,3,423
2161475f5be10590644481bea27c87ec,9,5,509.86,3,3,3,333
216241d04be6be2b30de0cc12fe6d4a4,3,6,960.0,4,3,3,433
21625e114386a5a3a9951979617b5d2e,29,1,29.09,2,1,1,211
21658e6e8bd4923f2b20934ca62fd213,60,1,1.0,1,1,1,111
21664ccc3d942319a32636a5b223e42b,21,15,1110.22,2,4,4,244
2171560866e3d8019fa18bff3566d52d,41,1,58.99,1,1,1,111
2175e4a327429e2e4076e74b3e9596cc,10,7,1083.3,3,3,4,334
2176e57ee77073560c93ac9094d8b125,21,10,538.0,2,4,3,243
2177bf1c6e8c5861f1c4e931ef83b253,9,1,99.99,3,1,1,311
2179832229aa9497b4f01dc9e20d250b,85,2,147.98,1,1,1,111
217b4f12d61ee2fc08f0d07349767ea6,48,3,115.2,1,2,1,121
21830ca34537216040112b6a457f8315,1,8,570.72,4,3,3,433
21831eceb784d5cec23b0f21a82e007f,27,2,120.48,2,1,1,211
2184f015640548914bfec1fea023c31d,1,9,325.63,4,4,2,442
218726e932a0f39c368d5e8a49bc8773,4,4,167.48000000000002,4,2,2,422
2187724b8a8b043166c2640aaf88c089,9,3,240.81,3,2,2,322
218a92e0721bee1a32b888b69d73c4a7,17,4,170.57999999999998,2,2,2,222
218adf8fdbff5a6b09e3184880c2d667,36,5,1524.5800000000002,2,3,4,234
218c5f6aee6b1d032f09c106fa437268,8,9,1009.4300000000001,3,4,3,343
218cbf347229a3a1665f2c1dea26c9ee,1,3,275.43,4,2,2,422
21948cc87e0978f27ed74457ad5f0b61,2,4,398.83000000000004,4,2,2,422
2195d8e6466e45ea50bf3ee391fd4a1d,24,3,202.87,2,2,2,222
219757bef18e0cc20921e344229b5bc0,12,6,346.47,3,3,2,332
219c0603924e1ed23654ddc1c156b575,4,2,236.48000000000002,4,1,2,412
219d1171987b572b11db9162cf8a999c,61,2,275.6,1,1,2,112
21a050a7c046c72438e1161f07bc9593,13,2,499.44,3,1,3,313
21a40185525ef4bd876d646f8ba67116,38,2,301.99,1,1,2,112
21a9e9bf70345179fc855ad8de115cb7,25,5,539.6,2,3,3,233
21afa8b2a6b5d8a3b995b0c2483bb6af,48,3,366.58,1,2,2,122
21b81a3228cfa74b73b537e25ba6f1b7,9,12,2152.3199999999997,3,4,4,344
21b83639d87e5662229dfea9a599e4bd,4,10,682.08,4,4,3,443
21bb0fd8d71677ff7f2ca00430ce0158,30,1,96.41,2,1,1,211
21c1df39e03897f59473938521f3ebcf,1,5,465.68,4,3,3,433
21c4b7c311478362504f6d1cc9bbfb1c,20,1,27.98,2,1,1,211
21cb154b2ddbb48f7d3a3858f08b34bf,25,4,145.55,2,2,1,221
21d5a8138689446db04a3150fc442430,40,2,454.59,1,1,3,113
21d7869b1824590affc798d5942eca0a,1,7,1577.44,4,3,4,434
21d9ec5a629834021d82392c74cf7cb2,7,28,4337.72,3,4,4,344
21db5fbaba52667f44422d3b62b278d4,40,1,139.85,1,1,1,111
21df0d02aea1bd788725f951b28ae020,1,20,2232.57,4,4,4,444
21e0a952237fe9760478553223325e68,26,2,1129.51,2,1,4,214
21e13029a15fea91bc0ae4c85af64465,45,1,49.99,1,1,1,111
21e40f838153e3eef9464ab500c24309,68,1,199.22,1,1,2,112
21e5d540c7daed83c509a20948ba50e1,44,3,509.59,1,2,3,123
21ef110355cd11823e76596da9cb25a1,78,1,24.58,1,1,1,111
21f29ef0b72ac1d5942e9fb4a3dfda63,25,2,1251.74,2,1,4,214
21f32e2e8bd0944a44e8b98a3c8cb4f6,12,1,25.94,3,1,1,311
21f4e4ba35668586526dec94e00b810f,44,3,512.69,1,2,3,123
21f57da81a2caedc5a29eec16a760f5d,25,2,409.98,2,1,2,212
21fa4fd966902d78b2c15b054d024b2a,9,5,262.12,3,3,2,332
21fa797a7c47be12de98e770cd4bfb11,1,6,540.89,4,3,3,433
21feac265ca92fbfca3c5d891994ed36,9,5,2409.07,3,3,4,334
21feb08cb04431b84f98c01c810ea7f6,9,13,806.3299999999999,3,4,3,343
21ff9a0744929527899471ca26a9a9f7,2,5,778.76,4,3,3,433
22028c560e723c16862c1c344d09b948,23,1,39.99,2,1,1,211
2203d79cf5b24812836c9feb511b037f,29,5,655.2099999999999,2,3,3,233
2206ace9ae6ad17fddc9babd170cc846,18,2,201.18,2,1,2,212
220ad4861300b142a0c2fc64a093e837,36,4,1347.8,2,2,4,224
220c6851186e454ad5868f54113378a7,8,6,335.52000000000004,3,3,2,332
220e2833b051da522cd9f87d1a4dd901,4,4,383.96000000000004,4,2,2,422
220f222824b5f285244595696a355a83,22,4,768.93,2,2,3,223
2213236ecb32a356e0a29dbe11a07794,48,1,169.0,1,1,2,112
2214bf0d4f946695e2fe041cae5a0d93,11,1,312.0,3,1,2,312
22195e8e5923911e0885b4e5c15cd5fc,8,1,94.19,3,1,1,311
221ddbeb6c3303b50db37d657d20d3bd,2,2,238.08,4,1,2,412
221e37e0fc928acd2f35fe62d5212a66,9,23,1969.26,3,4,4,344
221f76bbdc027abda5e0615243620064,30,2,137.46,2,1,1,211
221f96625fdf06a7520d8b5472297233,10,6,621.3,3,3,3,333
22204681a7b08a9c0a053420d4bf3646,90,1,35.59,1,1,1,111
2221eacbdc47f65ed0a96605d27d295c,5,44,2384.9300000000003,4,4,4,444
222568c06a255e95a7f831f6a5f01b5e,32,3,254.97,2,2,2,222
222716771610f8ac97aeadec1e5cbc5f,1,28,2252.56,4,4,4,444
22285fbb972915f24681fc6885273a2d,20,3,519.38,2,2,3,223
222889549a58c8c24b6f30f8202f9f29,22,4,882.36,2,2,3,223
22297b3a21c7305c241bebd1f5d79fac,75,1,47.79,1,1,1,111
222b3d86be993b1c017a64eafddee095,66,1,44.0,1,1,1,111
222bc1b825ef0b76da988b293d91823e,25,6,1274.43,2,3,4,234
22316bc05448fc13231d18f8902786e5,31,8,573.62,2,3,3,233
22316c7d72c4b7ad305aa9a125dd1d18,48,2,202.93,1,1,2,112
22319ddc3aae7e02e71d766269f7e4ed,1,4,983.34,4,2,3,423
2231ffe97f2d3db01f40cb2d4844bafd,42,3,397.85,1,2,2,122
2233b9ab77535fb3a5eb3d074c2f2a8b,2,13,1274.8200000000002,4,4,4,444
2236e5d8d436e45336a13d79dcea2c7d,8,2,104.74,3,1,1,311
223724b7b1d58859bc89bf726144f2dd,5,18,2254.72,4,4,4,444
2237fdb37fd3f400bde86a18dab41eb2,1,50,7362.089999999997,4,4,4,444
22389997a71194246fef07dbe35488aa,65,1,106.04,1,1,1,111
223b74a74a15b2e762da1e26907326f5,29,4,383.27,2,2,2,222
223c3d8a836aff5f5027294a06c30013,14,6,527.95,3,3,3,333
223c571bb808a3b7676f84c80dbaf84b,15,8,766.6,3,3,3,333
223d8070f84c34be5e394e9474767196,37,1,299.99,1,1,2,112
223f47ea09dca1895578c8071c3dbd23,3,36,7698.609999999998,4,4,4,444
224044c4464e37ce7cf5c9067bfbc47b,84,1,699.63,1,1,3,113
2242ff81ee652772319419690886295d,4,10,1812.0900000000001,4,4,4,444
2248dea231f815f25b19539ceaa41c90,46,1,199.16,1,1,2,112
224a1773fbb717fc0826d5ed43332e95,12,5,352.25,3,3,2,332
2254469baea7576fd5c031e31f5325d7,55,2,1022.0,1,1,3,113
2255041fd58ad8d7b5ea7b4b20da6d1b,13,7,496.56000000000006,3,3,3,333
225afaae704cafd240e8b90bf0a23cf9,48,2,466.01,1,1,3,113
225edaaeb2376c1226636be915c70f4d,10,1,99.99,3,1,1,311
225f8897467de0876562e7826c0f53f9,2,8,995.8100000000001,4,3,3,433
225fec55470723ec6253e93d2fba367d,8,3,221.17000000000002,3,2,2,322
2261ad1b9580af10948dfb674367c194,37,1,49.99,1,1,1,111
2262e426050e732516f9e42d21980545,21,4,713.25,2,2,3,223
226341d310e2a3c5bce1da1f367a5100,23,1,56.99,2,1,1,211
22657cd207f36a03eea56465365dddef,5,8,268.93,4,3,2,432
2265c24817ac650e5f96d1775d625c9c,29,4,631.9300000000001,2,2,3,223
22676ef1abdfcdd39f39f6d0d02a5def,37,2,193.56,1,1,2,112
2267bc265e10ce685bbab3a80daebc39,56,2,301.65999999999997,1,1,2,112
226b9e9c1fbc27e6063044b498cf4821,18,2,161.46,2,1,2,212
226c9abba1fb76fe49f60ad749eb24ba,41,2,67.41,1,1,1,111
226ccc34f880c266e9e3ae0302f65605,29,1,299.99,2,1,2,212
2270b41e039d33a6291421409dbc778d,3,23,1518.78,4,4,4,444
2270b6d5de413eb7f9c14d654e23767e,19,1,49.29,2,1,1,211
2275b345a8a6be362cd06d2f9f2a27ea,16,6,505.2,3,3,3,333
2275c546489c4fd6a417a5934c6522f7,1,31,2867.14,4,4,4,444
227b57e7e98c07d23148730ccf4fa93d,7,2,230.76999999999998,3,1,2,312
227d0b65295b7ca7d4f0a601aed45131,3,47,6349.339999999999,4,4,4,444
227e666a6bb43ad09eadf509f363188f,61,3,341.84,1,2,2,122
22816f40b9c658713002421e963a35ae,18,1,45.99,2,1,1,211
2282aff626332b8035c3d8ba549cf723,3,36,5761.749999999999,4,4,4,444
228778c930321f5d0136780cb7402c75,8,1,80.97,3,1,1,311
228853ac8a97ca8919786230f0ecf61c,7,2,122.97999999999999,3,1,1,311
2288cf380b243ba50e4650f81a4d32dd,1,2,120.08000000000001,4,1,1,411
22892878dc0cfa6ff7fcc023996ce766,5,11,784.4699999999999,4,4,3,443
228bcd1fb52614f601bce9983c9a55d1,25,4,261.97,2,2,2,222
228bf8a8b00c9c48dcbd36acc8dca02c,2,13,1437.2700000000002,4,4,4,444
2293cdbc7ee123c8068a1ad173700d82,26,5,361.35,2,3,2,232
229716fccff4e76b0d8a62335a2854fa,2,18,738.4499999999999,4,4,3,443
22980a9fb9ba4db74268e814a7fff37d,8,2,209.57999999999998,3,1,2,312
229b9d1a4a7d215cda8b33eb26b1a069,30,2,154.18,2,1,1,211
229bb91b8213d6664404b82b2842339f,23,1,22.99,2,1,1,211
22a195bda6e7b41b904314a461744727,30,4,203.92,2,2,2,222
22a388185ca689a6ea32d47ed28e55e5,47,2,55.25,1,1,1,111
22a7079561fd17dd308f5d6684adcac0,4,26,2086.11,4,4,4,444
22ad1f70e588190d6e492d77d588f41d,4,1,73.98,4,1,1,411
22adf58cccb4e1501ac84342392276ed,30,5,708.96,2,3,3,233
22ae54d34a41280ba6d114040f766106,8,3,1532.1399999999999,3,2,4,324
22af5fdc1f830346925473b3a7b1aaf4,26,4,413.40999999999997,2,2,2,222
22b33263a690b39324596f439cfa8890,34,2,163.98,2,1,2,212
22b42645acd180fea8866a74bc07937e,1,8,1720.3100000000002,4,3,4,434
22b78b75646e6c14e838d5d55df27bd9,10,7,1206.45,3,3,4,334
22b79f93246a7790f50b42a4a0dbff14,45,3,1123.9099999999999,1,2,4,124
22bc9153e56586133d2ef4ac9e470645,21,5,579.9200000000001,2,3,3,233
22bcad6b3c64ebfb65d0bfbbf90f852c,1,8,1338.58,4,3,4,434
22bd04be062a9dac77fe3d6bf463570b,15,3,128.56,3,2,1,321
22be574603907b12a5cd9684807d642b,5,21,5020.8099999999995,4,4,4,444
22beb7aeb993c5f9d8e302cd945e2496,10,2,720.01,3,1,3,313
22c27b0fca0ac317634e9b558c11be70,36,1,20.69,2,1,1,211
22c6b861126185bf5555319b39b4f7fb,15,3,226.35000000000002,3,2,2,322
22cb3264337af5e8c2bb40330d9cdb00,27,6,2774.51,2,3,4,234
22cb5ee60959a3754a6597498e476f56,1,18,2375.4699999999993,4,4,4,444
22cc3ad979824122b8190de602874258,29,2,44.56,2,1,1,211
22cf22e5547e8f3c24ace86f0a88f640,30,1,62.25,2,1,1,211
22d40265849ffe14b5c99a4c6d98c154,22,3,196.0,2,2,2,222
22d53171553491f1fbdfc05076ed0db0,71,1,139.99,1,1,1,111
22d6e1594691aac5cadafdfc2dad5c9b,5,13,1249.4600000000003,4,4,4,444
22d98aea461382573dca6a5ea69fdbc6,6,19,1859.46,3,4,4,344
22e15e77d1b103e71558c1d1cd6330a3,85,1,36.29,1,1,1,111
22e599f0465d403fead2932caf5e2fb9,64,1,129.99,1,1,1,111
22e877f7b718335c40412571cc69b3fe,4,8,2031.37,4,3,4,434
22f310b6309ab2583d5400c67bd9729b,14,4,796.97,3,2,3,323
22f8c8806766dd9d9ca063980105a867,1,29,3332.43,4,4,4,444
22fb542d9fe2337caed697e022b71c29,2,9,3520.7699999999995,4,4,4,444
230091ef84a3981bad16914104fc1952,62,1,123.04,1,1,1,111
23019f03dbf1e1339cd94ab6b3b6e393,39,1,198.99,1,1,2,112
2302d54ce6b63c6144d4ff5115bad73a,21,1,174.99,2,1,2,212
2304840caf8ab1022adf307b14f5c184,2,7,772.31,4,3,3,433
2305521f58be94884fa3db4041e8c62b,5,2,572.15,4,1,3,413
230801a1f565cb71d988ddbd63c150c6,43,1,707.01,1,1,3,113
230f2179442503541d67e786a70184c2,19,11,1445.51,2,4,4,244
230f8bd2a3c4f293d15f81e8aaa4ed76,71,2,106.97,1,1,1,111
230fa72c9169badbbcad398d411beda9,49,1,3.49,1,1,1,111
2313481d9c00726202e9c4025803c1dc,7,2,509.14,3,1,3,313
2314d9176dd1d1974adb16e5d1d1be6c,6,7,776.0500000000001,3,3,3,333
23151850f166fbeff505dabbef55636b,43,2,332.97,1,1,2,112
23163ac9a896cc79ac65856221718ebf,16,5,359.13,3,3,2,332
231a69902d170440f862a609e4ca1266,39,2,775.9,1,1,3,113
231c82976b14ef0dd5edd7ee27c345ba,90,1,39.0,1,1,1,111
23236a681cd9db799ef333f010a02ba9,5,19,1770.13,4,4,4,444
23239227f70c896b50bd2a38b50b4547,12,14,1562.3900000000003,3,4,4,344
232aee57e8aaedb3a64cdeeb1d4c4a6f,1,9,673.32,4,4,3,443
2330f1330424249d297e8e3322bcb78e,1,19,2384.2799999999997,4,4,4,444
2330fb9e9740a5fd4cacf7aac3a8c658,35,5,822.1600000000001,2,3,3,233
2332ca847eb1de85f9e261979fba214e,1,50,5800.449999999997,4,4,4,444
2337920739a9476ff8626ff519a409d5,22,2,63.78,2,1,1,211
233c5f523481b9fdf2ca9812961d34fd,28,3,115.66,2,2,1,221
23405b97280591197e217cb2a48d2da8,16,3,471.63,3,2,3,323
234124036eec058ee57abe695061deb9,4,5,528.86,4,3,3,433
23427a78a2c6e3580a6df2ceca7eb8d8,1,3,134.0,4,2,1,421
23437493b6e6f115a2b4f0ec1642def8,89,1,73.88,1,1,1,111
2343cef99e5a1f5cd8bec50161c20022,9,3,173.97,3,2,2,322
234ad6683b335b0a6946493dfe4953da,25,1,629.02,2,1,3,213
234bdaf6562e8ae8567c3a25fd3cc1f6,8,13,3620.55,3,4,4,344
234f34156f81b2a829fd5c3eeae50f3d,30,10,638.1600000000001,2,4,3,243
2350f55c78c08fecc455200a41bd756b,25,4,377.96000000000004,2,2,2,222
23530c16d7e9ad27782ee09d67f76896,13,1,159.99,3,1,2,312
2353aac790c66e47d7a35fefb18aa4ae,79,1,46.49,1,1,1,111
235729551ad2ba0d3cc980c876e98c09,17,3,292.17999999999995,2,2,2,222
235b0a30c88709904b64ed6415b19400,1,15,1257.8500000000001,4,4,4,444
235bb747d8cc069f9fa20b41b908ac50,10,7,336.88,3,3,2,332
235c1f983eb64c65a0bea1c05866322a,75,1,319.96,1,1,2,112
235da83b97d2e6e9f55d53712b388cb7,40,9,1143.57,1,4,4,144
235e5f6985c4da941e716737f1abd714,6,18,1414.5000000000002,3,4,4,344
23634ebcb431f714619c4ac16b8d1e75,9,4,612.84,3,2,3,323
2365a827b923380e74e0e522436c80f3,19,2,103.47,2,1,1,211
2368dee961f7f4125ab096c6aef76543,59,2,232.0,1,1,2,112
2369539c3104a3180892f29d0614ec8d,18,7,1167.28,2,3,4,234
236a48e513a4a81697f4d6a6c956c68a,60,1,155.99,1,1,1,111
236b6d0f439286ca25611c29ef77e08c,24,3,486.97,2,2,3,223
236d52a91ae97b6c1d4087b3cfcdca7b,50,2,116.67999999999999,1,1,1,111
23778a8ffa2a5632ac44ed1ab23dfd57,85,1,212.93,1,1,2,112
237a77f79c95b924cadef76ee14763fe,2,2,251.73000000000002,4,1,2,412
237b5e8f7ac530407b17d77e543b6e19,3,19,3297.7699999999995,4,4,4,444
237d66164f566d3e0b56742fb782f8f7,1,15,1470.54,4,4,4,444
237e841b3851b663d579c9a891b2da7b,2,11,296.51,4,4,2,442
238276ef9fccb3815ac659ebe727f1f7,3,13,3308.33,4,4,4,444
2382ac04913b5a234ffcaf31dfb086a9,38,3,604.98,1,2,3,123
238393d57927d5dc7b3d40facb79cca6,41,5,451.5400000000001,1,3,3,133
23884eb52084f3b398e34c2b17e6f1b6,1,16,2191.43,4,4,4,444
2388a017f1882434055a8ff05dab8d77,75,1,134.92,1,1,1,111
238d7215bd83b33b5507b76bb04829a3,8,6,283.34000000000003,3,3,2,332
2394622e251b433b02f30417735890bd,21,3,117.89999999999999,2,2,1,221
2397e8674c41007e68150529029eb087,40,1,29.99,1,1,1,111
2397fde81c5c4c1ec8ec02de51ef4e4f,78,1,299.0,1,1,2,112
239a6f1dab275fa7abc8bc04aa99c6e0,44,1,109.99,1,1,1,111
239b12be0f80ce3420efb31a111033b4,66,2,159.35000000000002,1,1,1,111
239f20e3f0255c47691816d21d342630,1,49,3854.119999999997,4,4,4,444
23a41dbb588d0d8761e114d8e76340dd,87,1,139.99,1,1,1,111
23a5b01b3f6b10b9c9bed7aa5d879a34,16,4,143.75,3,2,1,321
23a62e57b0d8f67e19de30168c223073,11,1,203.48,3,1,2,312
23b5f913569becf99d45753731ef4be8,10,1,22.99,3,1,1,311
23b9372162b1a5433947a422afada4f6,65,1,40.78,1,1,1,111
23ba6f89b3d3a4ea159ba9258d40f4a9,27,3,989.99,2,2,3,223
23ba76e0c9bd2da030ca19e0a1365b34,10,8,470.12000000000006,3,3,3,333
23bad4bb7ac9a30c85093876fd0af66b,2,12,7549.859999999999,4,4,4,444
23bad6d342a5c7975d548db97f090c17,21,2,126.99000000000001,2,1,1,211
23be020a2e57881533ee35e086469b5a,11,1,44.79,3,1,1,311
23c216b6c073300d777f13baf1cf30a2,1,14,1156.9199999999998,4,4,4,444
23c2cae96b159924e519ce696d68ae56,12,7,2331.9800000000005,3,3,4,334
23c31338e2cb21fb2c6d839e8f8cf016,12,6,6403.429999999999,3,3,4,334
23c483e1bc1796016d59dd50d4d08d70,2,19,1250.6999999999998,4,4,4,444
23c82baf8fc1d37f44f5678f4525d0ca,1,32,3378.5199999999995,4,4,4,444
23c8dcf6ededd477e7e5575fb2c0db57,17,5,381.95000000000005,2,3,2,232
23c9bb2a99565b681acb7749eb4373bc,18,3,601.16,2,2,3,223
23cd9d6735c77ec3860c2f03d7c1651f,3,19,2214.82,4,4,4,444
23d4b471374f905785ad07434ec8660f,24,8,961.16,2,3,3,233
23d5583594f40f7300415b19d43498d1,56,1,27.99,1,1,1,111
23d6573d0c6700a5f208d15d18889040,3,141,8770.619999999995,4,4,4,444
23d8d1f438fc69d098272d85962aa991,1,48,7616.7699999999995,4,4,4,444
23db021510dbbef5dcf6104cefa17974,21,6,1164.3600000000001,2,3,4,234
23dbcd5fdbcbae1bfa3e221aa5ee8157,25,1,85.98,2,1,1,211
23dcca573f465a7b3ed6cf3b6fc22b64,11,4,1326.61,3,2,4,324
23de428ad7062cff370ef649331ae58c,8,14,1267.03,3,4,4,344
23e60f12af25c5e908bd7b68eef761b5,19,1,229.04,2,1,2,212
23e8c2d842506d6d8f2e5532b0b3be6a,9,9,1027.08,3,4,3,343
23ec54ee59a687c056d4460c85a6cbc5,20,2,399.91,2,1,2,212
23ece83f04577eea61908cfa8860a02c,3,11,1951.92,4,4,4,444
23ed5be9a26dec827dd3179cbd65f752,23,1,439.99,2,1,3,213
23f062858088763e7b60a771f34f31ed,29,2,88.74000000000001,2,1,1,211
23f2f4db46293bb55b140c7d821011ee,9,11,1139.37,3,4,4,344
23f53de5f8099857a51a348dc6aa4c74,16,9,956.2,3,4,3,343
23fa8ffb4cd0ac12aaf98937a5373b9a,12,3,480.02000000000004,3,2,3,323
23fb07f4a404a1832ae6afedc82ffe71,55,3,357.11,1,2,2,122
23fe37d0f5c50a296751051c4a8a167a,22,3,303.97,2,2,2,222
2403755a7424ad6346ac990339a31752,6,8,1106.54,3,3,4,334
240408b7f1a4c15f30b1cdb99a2ac26c,7,1,51.92,3,1,1,311
24043903200b4eee3fa2acd6c481878d,71,2,317.0,1,1,2,112
2404a5d217930794ad148c36a18a32a2,2,8,497.28999999999996,4,3,3,433
240cb68130984620c92111dabf348f4a,22,3,518.3100000000001,2,2,3,223
240d84db0b9e80f107e1c8ecc9303529,28,1,349.99,2,1,2,212
24121ce4c896640c8c197f3aeb5277bc,48,3,359.63,1,2,2,122
24145251e37f023e07a12da15fa91ba4,7,9,895.62,3,4,3,343
2414b13e1b723555b7c6113f7cda9718,17,10,2201.8699999999994,2,4,4,244
24181b444ef21ed83b022a3d48b159f4,21,6,465.93000000000006,2,3,3,233
24190cc13fc00a1d68280e8cb7270cda,16,5,615.35,3,3,3,333
241dde39e8f2b6348b55719db24ef6f4,30,10,977.6200000000001,2,4,3,243
242363644e74f46840a3ae1ed5603864,2,18,3528.269999999998,4,4,4,444
242450e750b43911cb0498bbbc7d01fc,8,3,547.95,3,2,3,323
24285fa3524e92be61599c86071d6b5b,18,1,115.99,2,1,1,211
242d12db62614cfd2933a1f472e409a2,24,1,160.55,2,1,2,212
243151508738dff587de8e8979f900d8,17,4,390.24,2,2,2,222
243b11a51c33b578569e2f9e1457a37b,17,1,188.6,2,1,2,212
243b4183c02d0e8008851509ddb543da,1,8,850.6400000000001,4,3,3,433
243da5e6de656d0a81aeb060a4e062e6,12,6,314.53000000000003,3,3,2,332
244665cbc8e382c7fcb7d981b0a2525c,7,4,289.78,3,2,2,322
2446708e90ac940913625a7ffa2c6ed0,17,4,316.88,2,2,2,222
2447d6fb13aa09815cf104c96194da81,24,1,36.49,2,1,1,211
244b81be23cd9d995c2bb5464f6b14f1,3,12,1487.48,4,4,4,444
244ce531d984276e30166b0ff6631880,69,3,168.22,1,2,2,122
244e336eebfa9590e64e269789470fd3,60,2,264.0,1,1,2,112
24504b8c371591ffcd72fc42baf9fc30,24,1,54.27,2,1,1,211
2451363a66315ac93ece74cbd5cd4056,10,2,398.98,3,1,2,312
245648dc0c6144e64edb495d49d88b6e,26,2,465.57,2,1,3,213
24566836f3b035a3cd1d8b24013d6f50,34,2,112.66,2,1,1,211
245929c87b84a8ef1a560092cc2f296c,77,1,48.11,1,1,1,111
245bbe9689996b6c985143d7603e224f,9,3,212.13,3,2,2,322
245f995aed7c6201095331d02253e295,1,9,912.36,4,4,3,443
24625c7dee2c9168a1020b535ca0fdc5,26,3,206.17000000000002,2,2,2,222
2466fe73aa2d61e76d25bca9c669b0d5,26,1,55.89,2,1,1,211
2468912291891a0104b01f169d00e3d9,8,16,770.3299999999999,3,4,3,343
2469f39f93a865ee0a881899232d8e6e,17,1,234.89,2,1,2,212
24745bea2c531f4d8bc7c00a0a5ade71,8,4,177.95999999999998,3,2,2,322
247623478c53ef63107bd4709f04f5bd,23,2,188.96,2,1,2,212
247a450a8d81b4ba8c3fb019089f4c71,63,1,53.89,1,1,1,111
247aae7ba44b41f664bb924d1ba47da0,9,2,442.13,3,1,3,313
247f0adc4de1a1badcc5a3c2d00b63b9,8,5,1748.8500000000001,3,3,4,334
247fb9446e9db7d44bf8ac9e2ff97ae0,33,1,17.98,2,1,1,211
2482cd8f1123e695236051eeff18eaad,35,4,247.31,2,2,2,222
24831960fddd00dd166d85db03c46cc2,2,3,331.96000000000004,4,2,2,422
248a225b54ab035ff499235440845f59,25,9,1537.16,2,4,4,244
248f19d8fcc10404ac44dec19db806e9,2,2,197.97,4,1,2,412
249155aa263563b1c8913f47bad5d2ca,5,3,553.19,4,2,3,423
2493df600e39892fc73bed507ebffc6d,38,4,4278.15,1,2,4,124
24955740870aee659da537b1212f1ddf,30,2,478.67,2,1,3,213
24967c5c318f450269a08f7c219bb6dc,24,1,15.98,2,1,1,211
2496c70aaed47326fb661ba5b0295273,3,2,92.42,4,1,1,411
249b6984ceb97cfef741ba6f5f836e08,55,2,120.41,1,1,1,111
249b935d4365feea8cb81a047143f758,1,8,1849.22,4,3,4,434
249ec10722f026f7033137cb01d73577,2,9,875.7900000000001,4,4,3,443
24a1c7fa37f624151ef07e21dc6f3dba,2,10,985.5199999999999,4,4,3,443
24aa59909a85d6d8b0310f41c15bd710,28,4,341.70000000000005,2,2,2,222
24ae5de93a8365e816032e03f09ffe86,33,3,359.26,2,2,2,222
24af5a5c7055b12003b448c0a734f655,13,7,257.12,3,3,2,332
24b4b370d49e654cd9a19936ac1fbd4a,2,2,281.77,4,1,2,412
24bea6a176362d028b5cb70f5e1bf716,25,11,825.3699999999999,2,4,3,243
24c294d33d9f8fc971cbc69be213d828,65,5,297.30999999999995,1,3,2,132
24c4d95d3353dc982ff811a22b72e6e9,13,29,2739.9299999999994,3,4,4,344
24c5c6e1c3beca534e40be02c40365e2,29,1,747.0,2,1,3,213
24c82096d41807e1c0833e4b290ef1a2,14,2,20.79,3,1,1,311
24c8e798b303aee546fd2519cbdcf9f9,2,18,893.2299999999999,4,4,3,443
24ca650b6af1e788baab6829e994e507,44,1,159.99,1,1,2,112
24cc0be0a715ee73781a3404d40bc2a7,1,20,3188.3099999999995,4,4,4,444
24cfc2997598b890c814f2b2978fca16,16,1,56.0,3,1,1,311
24d0e0742ab2d63496b7315f3d19a34f,14,3,258.56,3,2,2,322
24d31b7346db405453bd5ac205255d7d,38,1,174.99,1,1,2,112
24d51155512726ae34d5f666c5fe8eb5,28,4,494.56,2,2,3,223
24d52b82d0d9c90f209c601c3241ee7b,87,1,43.79,1,1,1,111
24d88edb6a1e3c2f6d7d3d9557e42f19,28,6,493.34000000000003,2,3,3,233
24d92330493c1b473c454e28482271b3,6,18,1771.74,3,4,4,344
24db10ae93c2e9a20a186a85e9d5a8c6,58,2,190.3,1,1,2,112
24db982582516a414f79a68fb4a10b47,1,64,4509.8600000000015,4,4,4,444
24dc85e85dce320688c31b3d2b7f30fc,23,3,245.26999999999998,2,2,2,222
24dd3833401afd231b951c958c40ea6f,44,2,395.78000000000003,1,1,2,112
24de4735f638bc02764129b17ced3a9a,22,7,1285.72,2,3,4,234
24e34639ae3ff46456b318a036abf860,20,2,159.98000000000002,2,1,2,212
24e527216ae041e7926cbd693499bcc5,6,14,2307.51,3,4,4,344
24e64685cc62e155f4cf8f7b7b135215,24,8,3814.4099999999994,2,3,4,234
24ea1d81f15a9d90aebf6cf945ea98f5,51,2,427.98,1,1,2,112
24eb245855bcc5aeb3b670454c121d14,3,9,511.08,4,4,3,443
24eb7330a3fed48a380868f8be2b4d6b,2,11,1786.79,4,4,4,444
24edced2359dc8c2f7abaab6ce5a2e1c,21,5,497.26,2,3,3,233
24f09d0abb82a4a50cebad0c7f5adf1e,30,1,504.29,2,1,3,213
24f542164b7ca39f0f5a5491263c46b8,9,10,3547.2699999999995,3,4,4,344
24f64c78c922ee007a4c71115c4c8ed2,3,3,1469.68,4,2,4,424
24f70140c941f561d87b0671e2710e38,24,2,300.0,2,1,2,212
