Promo_type,Offer_ID,sku,start_date,end_date,train_test_group
Facades,F77,77fb9c282579a71f85ebcb4f47ce67c6,20200514,20200520,train
Facades,F77,228c5810f981585c86372a2ac8939f00,20200514,20200520,train
Seasonal,21,4e636c2d309b49074cceba1bae87ecee,20200602,20200629,train
Facades,F132,726f47a2222121a111ee8ca1b0469cb8,20200820,20200826,train
Billboards,B55,d944d0b8f51833f4aa423be40c3f4358,20200709,20200722,train
Facades,F64,7e82e683e46ee8a1359c1035dbf4b911,20200423,20200429,train
Facades,F75,c4a01d98b6e38a7d836d221d997faa75,20200507,20200513,train
Biweekly,54,d944d0b8f51833f4aa423be40c3f4358,20200903,20200916,train
Biweekly,148,a3ac991a859aa3ddce6033494aa81809,20200611,20200624,train
Seasonal,18,686ed8b6f5b52ba3381093b49b5e58a9,20200602,20200629,train
Seasonal,28,f772ec951a10b6db2699a1120bcc494b,20200602,20200629,train
Billboards,B37,07842bbf154d27b3d1f92e63756c8e2f,20200430,20200513,train
Billboards,B55,0728d00ce4fd11f3bba41166e9f4e94f,20200709,20200722,train
Seasonal,139,0728d00ce4fd11f3bba41166e9f4e94f,20200310,20200323,train
Biweekly,54,0728d00ce4fd11f3bba41166e9f4e94f,20200903,20200916,train
Seasonal,22,ba87828a7c2a70f6be1723137f6636b7,20200602,20200629,train
Seasonal,22,f725c2336c86eb540c6ea12ad7aa9d3b,20200602,20200629,train
Billboards,B37,2f6678735153a4b44b33db4a1392efa0,20200430,20200513,train
Facades,F121,82b68dc51b5452145521a166bede1178,20200730,20200805,train
Biweekly,12,ba87828a7c2a70f6be1723137f6636b7,20200402,20200415,train
Biweekly,12,f725c2336c86eb540c6ea12ad7aa9d3b,20200402,20200415,train
Seasonal,28,1a6a8e5eba45cb9f9cef55ea766123cf,20200602,20200629,train
Billboards,B30,e73568da83ebaee8381f5f3ca95e6ec5,20200402,20200415,train
Billboards,B37,45733cfa86edc1b58b8103e8281796ef,20200430,20200513,train
Facades,F126,25f2e256030f6c5128f9dfa8c6d568f4,20200806,20200812,train
Billboards,B45,f61206bd9af1a6301d3837464115eee8,20200528,20200610,train
Billboards,B55,c4e1a4e6dfab450b1a4845caeeefb98d,20200709,20200722,train
Facades,F69,de50878e5afc5f6c0e6e477028a137f5,20200430,20200506,train
Biweekly,54,c4e1a4e6dfab450b1a4845caeeefb98d,20200903,20200916,train
Biweekly,145,0ec692637ca3d0080b78a6abb3527f5d,20200611,20200624,train
Biweekly,148,abcee104a92b54778a725d8196e38764,20200611,20200624,train
Seasonal,21,f7858e97cc3b11097fe1f6b67bea7bcd,20200602,20200629,train
Billboards,B29,7a8675a8f6988ebcbefd062fabaccc85,20200402,20200415,train
Billboards,B34,7a8675a8f6988ebcbefd062fabaccc85,20200423,20200429,train
Billboards,B42,7a8675a8f6988ebcbefd062fabaccc85,20200514,20200527,train
Facades,F124,7a8675a8f6988ebcbefd062fabaccc85,20200806,20200812,train
Billboards,B55,3b1c78d72bc586a1491d140c8622e655,20200709,20200722,train
Billboards,B57,7a8675a8f6988ebcbefd062fabaccc85,20200709,20200722,train
Biweekly,548,d1efda2fb8aacbceccf0359075643111,20200430,20200513,train
Seasonal,353,bee3cdbf2f5541a9184b3d0c06fb6d15,20200225,20200309,train
Seasonal,22,3aa577c2ec552841614e419069878a62,20200602,20200629,train
Billboards,B35,08f226a9a07a5a5c7c78c7f4ca86398f,20200430,20200506,train
Facades,F122,234c0a80f9e8f7086362c4404ae49b44,20200730,20200805,train
Facades,F132,f72718dfd0976a0bae2bd95de0e0bf7f,20200820,20200826,train
Facades,F137,f5cac4fb776999712e9413fb7890ba4b,20200827,20200902,train
Billboards,B45,08f226a9a07a5a5c7c78c7f4ca86398f,20200528,20200610,train
Billboards,B53,08f226a9a07a5a5c7c78c7f4ca86398f,20200625,20200708,train
Biweekly,12,3aa577c2ec552841614e419069878a62,20200402,20200415,train
Biweekly,150,b0594ab4fc0d8aa0e9051ececb46bc1a,20200611,20200624,train
Biweekly,144,2633ed1c3eaf716e91c87ccfc8184faf,20200611,20200624,train
Billboards,B33,b0594ab4fc0d8aa0e9051ececb46bc1a,20200416,20200429,train
Billboards,B51,5e4383f9ee0fd41297783f8b1b015181,20200625,20200701,train
Billboards,B55,578fae3071411d77aa29d6587da8126d,20200709,20200722,train
Seasonal,341,af077570c5eb54c8ae505c2e3e53cd15,20200323,20200413,train
Seasonal,358,3f0fb267cbcb4284f1658fd980fe1ca0,20200225,20200309,train
Facades,F65,7ec2c314ac003b30cbd228ea1becfbf9,20200423,20200429,train
Facades,F73,80b26c490d7cba964ccead07d7ca7889,20200507,20200513,train
Facades,F74,f26227cc98c11e0bf39d03353f9b3ad8,20200507,20200513,train
Biweekly,54,578fae3071411d77aa29d6587da8126d,20200903,20200916,train
Biweekly,150,4de3235b234da960ba536242a064de6e,20200611,20200624,train
Billboards,B33,4de3235b234da960ba536242a064de6e,20200416,20200429,train
Billboards,B41,cb6f53ec182a1e839580be331f24049b,20200514,20200527,train
Facades,F134,9d2bf1bbf33b44b78057ec9d64d54c33,20200820,20200826,train
Seasonal,358,6e6fe07c4f602cc4a6d223e038d36162,20200225,20200309,train
Biweekly,148,12418e10c18bd3f24036a109b8a417b9,20200611,20200624,train
Seasonal,29,6167c6caf5a24c4a90912e21711f7d14,20200602,20200629,train
Billboards,B32,17f651ec385d3c235760cbe1d8e91f59,20200416,20200429,train
Billboards,B37,e296cc0f29e178e43f5039c6020b5841,20200430,20200513,train
Facades,F130,6167c6caf5a24c4a90912e21711f7d14,20200813,20200819,train
Billboards,B47,2904d1063a08c3fa52a2c94b369d3b0d,20200611,20200624,train
Billboards,B47,facc8b0d271b5e43610bf64236c59036,20200611,20200624,train
Biweekly,68,2904d1063a08c3fa52a2c94b369d3b0d,20200305,20200318,train
Biweekly,68,facc8b0d271b5e43610bf64236c59036,20200305,20200318,train
Seasonal,140,6167c6caf5a24c4a90912e21711f7d14,20200310,20200323,train
Facades,F73,ddc1d9aa64f2b93ff68df82f1ee62e08,20200507,20200513,train
Biweekly,150,fc53519c1037696e40178fbd0d155387,20200611,20200624,train
Billboards,B31,787762f7d829ce318599bf015baba175,20200416,20200422,train
Billboards,B33,fc53519c1037696e40178fbd0d155387,20200416,20200429,train
Facades,F132,8b42c0f8306a99f908af5b0a9975cc84,20200820,20200826,train
Billboards,B47,8a56098dbbfaa96db991151fd1caf12e,20200611,20200624,train
Biweekly,68,8a56098dbbfaa96db991151fd1caf12e,20200305,20200318,train
Facades,F74,787762f7d829ce318599bf015baba175,20200507,20200513,train
Biweekly,150,70c3c48beaafc6b5674aace81764be8c,20200611,20200624,train
Seasonal,20,6db1a177009b3a25c33e98af384ab1a9,20200602,20200629,train
Billboards,B35,290765c709b1efb039791a793e5bac01,20200430,20200506,train
Facades,F132,0468e66d6640b602ca71f2c619413df3,20200820,20200826,train
Seasonal,104,1b3353cb266de9c2bcc2fc5b911973f0,20200407,20200420,train
Facades,F64,290765c709b1efb039791a793e5bac01,20200423,20200429,train
Seasonal,20,b8db806428bf51aba3285ca6d2e780f1,20200602,20200629,train
Facades,F134,36ab07fd4354f841b6001acd77247716,20200820,20200826,train
Billboards,B55,8b61542bb99a277e9e9f887c5634fd5c,20200709,20200722,train
Seasonal,102,3213ddac2b0c49973819f305d940a5de,20200407,20200420,train
Biweekly,243,16cb41a37913f00f248b39c8cec0afb4,20200416,20200429,train
Seasonal,358,f9f9b24fae4203209a464ecd0574268b,20200225,20200309,train
Biweekly,75,6e9b44a0399ea2bcd62f79fd793c0a18,20200305,20200318,train
Facades,F64,8b85412a0d243bb4d03e914684a742b6,20200423,20200429,train
Facades,F73,ee36038c0ccb4933d90b99f12e0c5106,20200507,20200513,train
Biweekly,144,42a3fb2a065ea6f9b66488b98c43dc05,20200611,20200624,train
Billboards,B55,b9beb9dd258893f03684fa20dd6573cc,20200709,20200722,train
Biweekly,54,b9beb9dd258893f03684fa20dd6573cc,20200903,20200916,train
Seasonal,26,8f4b2b5d481140b01c5b20bbf493b2b9,20200602,20200629,train
Billboards,B37,cda92be63e5907b5f24aeaa288fe449f,20200430,20200513,train
Biweekly,71,8f4b2b5d481140b01c5b20bbf493b2b9,20200305,20200318,train
Billboards,B30,14f9669f6e03e603124e0831bd7efaa8,20200402,20200415,train
Billboards,B33,1614aaead8e7455f3a189df435ad4b4b,20200416,20200429,train
Billboards,B46,93c2501c8c39b1d2476abb3d73739933,20200528,20200610,train
Billboards,B55,4b29a62ff619dd323c1e06b918a83894,20200709,20200722,train
Seasonal,107,ded2ff42238a9db9f86997b9acab840e,20200407,20200420,train
Seasonal,139,4b29a62ff619dd323c1e06b918a83894,20200310,20200323,train
Facades,F64,495bc0ff99a5a3b6d627036fd310995a,20200423,20200429,train
Biweekly,54,4b29a62ff619dd323c1e06b918a83894,20200903,20200916,train
Billboards,B47,804ede4544e5363cb86335d3837e2708,20200611,20200624,train
Billboards,B55,7d959bc4127091b8b7a92296596708d1,20200709,20200722,train
Biweekly,245,35e5b19b2b5c1d9f8a0d75ef21275d00,20200416,20200429,train
Biweekly,68,804ede4544e5363cb86335d3837e2708,20200305,20200318,train
Facades,F65,db9b44ff06656e3511e7d570830697d3,20200423,20200429,train
Biweekly,54,7d959bc4127091b8b7a92296596708d1,20200903,20200916,train
Biweekly,152,1123f4d955493f4727d6fce64a478778,20200611,20200624,train
Seasonal,24,ffd28420812333369041b2434a483ee8,20200602,20200629,train
Biweekly,245,f4757ae9c69e2a826627e464be3bf10a,20200416,20200429,train
Facades,F73,17db6375398261ba6e9e02677baa9a4a,20200507,20200513,train
Seasonal,21,478c8738e318a52d1c1efae87b087036,20200602,20200629,train
Billboards,B37,33144f2122d97c02713e3ef38ab78d3b,20200430,20200513,train
Facades,F126,5c6cfc8cc6a3dc5cd3e38f00b3285cbb,20200806,20200812,train
Facades,F137,c4b0a5d6be61feef47a33f8230beec38,20200827,20200902,train
Biweekly,243,093912cb94ced7c7c0892a39e92a2f40,20200416,20200429,train
Biweekly,55,752e96b000091940545ce06692bf67c5,20200903,20200916,train
Billboards,B41,d149138dccf7c8ebe6a2dab92a3122a5,20200514,20200527,train
Billboards,B33,1c56345e67864e4792acc5760a10f9bb,20200416,20200429,train
Billboards,B35,689b1532a1ed565a9e9baeed3624b2b4,20200430,20200506,train
Biweekly,240,28ed52868affc20ddc90c892349c9afe,20200416,20200429,train
Facades,F64,689b1532a1ed565a9e9baeed3624b2b4,20200423,20200429,train
Facades,F69,2bb0a5cc20330779bc690d5372291222,20200430,20200506,train
Facades,F73,dd189cf20227feefd122b3afccb25194,20200507,20200513,train
Seasonal,22,8d6396605143b84e21c6aa351f17c883,20200602,20200629,train
Billboards,B33,df3b8b9ceeff8264b40f62f8ee56b948,20200416,20200429,train
Facades,F126,9df867e9436436ba8057f0190d457fba,20200806,20200812,train
Biweekly,12,8d6396605143b84e21c6aa351f17c883,20200402,20200415,train
Seasonal,341,83cbc3d3ef8ac9817ca35a263d64b343,20200323,20200413,train
Seasonal,20,9e69143633cdca3703281845a66ce3e6,20200602,20200629,train
Seasonal,22,99eb41ac86ac14dec117ca8412504f7e,20200602,20200629,train
Billboards,B37,9ffe424af9198aaa331dabe5b364214a,20200430,20200513,train
Billboards,B55,5d521a1a007e7df2e9f5cb4c51c72882,20200709,20200722,train
Biweekly,12,99eb41ac86ac14dec117ca8412504f7e,20200402,20200415,train
Seasonal,108,f4d3eafd51353fcf6d574d457ad57a61,20200407,20200420,train
Seasonal,358,2ba2750a0a703ba9a7234eb95f6e5158,20200225,20200309,train
Facades,F64,7b95956c6f38b0fbbf998cec449ac7ee,20200423,20200429,train
Billboards,B37,84fd3d01a99b59678ba77e682648dddb,20200430,20200513,train
Facades,F134,5162018ea167c25f265e07586057865c,20200820,20200826,train
Biweekly,242,b3f3be36ddd7ae874554354eb834b080,20200416,20200429,train
Biweekly,69,513cc295532a90e788616a5c079341d7,20200305,20200318,train
Biweekly,148,8f2251c8ca503bb878eb729f0ddd2769,20200611,20200624,train
Billboards,B33,104899e4e96d70f255912f9bb0e54fae,20200416,20200429,train
Facades,F124,d50b11b02e15deace91e3b4602a78c5d,20200806,20200812,train
Facades,F126,6b942ef32ab5b7ffc4ad15a8a4ad6697,20200806,20200812,train
Seasonal,339,ee438c28f6f418035feac7c53a0223ac,20200323,20200413,train
Biweekly,245,cf8c08bc4c7b2c977ae971d00081e8d2,20200416,20200429,train
Facades,F64,c9bf382fbce32e3be7f4055708ff8e66,20200423,20200429,train
Facades,F69,710948d15e49a7fd92a6eb2292bd5dd8,20200430,20200506,train
Biweekly,150,b92e9a82002a5c4a5384b33f0bc2f17d,20200611,20200624,train
Biweekly,152,5ac44dec6527699137425ea28e33acf3,20200611,20200624,train
Biweekly,241,67b703cefd7a948e0d58879ca1d0bf9b,20200416,20200429,train
Biweekly,304,5ac44dec6527699137425ea28e33acf3,20200220,20200304,train
Seasonal,355,67b703cefd7a948e0d58879ca1d0bf9b,20200225,20200309,train
Facades,F69,b283c1cedcd9c7687e585dc6f312db60,20200430,20200506,train
Seasonal,20,c0cff280c2b520c0c8df686995cb95b0,20200602,20200629,train
Seasonal,21,aa91a213f3da4708b48081d659cef087,20200602,20200629,train
Billboards,B30,c750983018de946880f6cb1f06719155,20200402,20200415,train
Facades,F132,f7a9ba67924112e1bba2487f3cbc509e,20200820,20200826,train
Facades,F69,568a328207c3cbcd0d0f380d20b0cc9f,20200430,20200506,train
Facades,F69,fcf3ee2f27e1678f2950cea59baca016,20200430,20200506,train
Seasonal,29,0d1eac3719c76f6b8fcdd0ebcdd1fdd8,20200602,20200629,train
Facades,F122,624b38325b7ca1ae169552250c7fd9ac,20200730,20200805,train
Facades,F130,0d1eac3719c76f6b8fcdd0ebcdd1fdd8,20200813,20200819,train
Facades,F137,376f806100fa4c1eb6c3878ead12631d,20200827,20200902,train
Facades,F138,17305c71018699ab2184d3dc41c1ee3e,20200827,20200902,train
Seasonal,140,0d1eac3719c76f6b8fcdd0ebcdd1fdd8,20200310,20200323,train
Seasonal,31,dae7d75b88843c9206161413df59e45b,20200602,20200629,train
Facades,F121,a3da996f3d8c0cd8ab790136d90e05cc,20200730,20200805,train
Facades,F132,3ecf1d172550066bbe16a942de196a34,20200820,20200826,train
Billboards,B55,c0b6de91c02afe093a8bb9da44dc94b3,20200709,20200722,train
Billboards,B55,fc542bf562adf1a207959e1c235b83a0,20200709,20200722,train
Seasonal,341,d36576cbc75b72a31603e2e2fccf7477,20200323,20200413,train
Seasonal,358,26f7aa98fa44512e9f50a36c38adbcfd,20200225,20200309,train
Facades,F73,5f3c5b748ef8db27f8af71fefd5d32b4,20200507,20200513,train
Biweekly,152,fdd5b43f94b8bd12456043b9384cb3f1,20200611,20200624,train
Seasonal,22,63bd493a2d76c24fd8cc8f34d8362b4b,20200602,20200629,train
Billboards,B55,94226e9fefb1c3f5fb0b58ae8716cf5a,20200709,20200722,train
Biweekly,12,63bd493a2d76c24fd8cc8f34d8362b4b,20200402,20200415,train
Biweekly,304,fdd5b43f94b8bd12456043b9384cb3f1,20200220,20200304,train
Biweekly,69,65501014dbbe1f6c1fe9ca08d11fb729,20200305,20200318,train
Seasonal,139,94226e9fefb1c3f5fb0b58ae8716cf5a,20200310,20200323,train
Facades,F70,72bfab21de787a37d3508e27ab8595aa,20200430,20200506,train
Billboards,B54,a30d118901244b9a827a090672f40631,20200702,20200708,train
Seasonal,339,4eb93a13a8fbd1a0d6c63738b65d2959,20200323,20200413,train
Seasonal,140,bff57e6410d4601da0ad34b1ce46e093,20200310,20200323,train
Facades,F69,e16ae9c8c09bf79359fa56256e0b4547,20200430,20200506,train
Facades,F122,2ddce6fa897c7005e6eb4c890d9f3ea4,20200730,20200805,train
Billboards,B55,16cfac7e25d609ab30399413169115db,20200709,20200722,train
Seasonal,102,161c912521dac7c19d567460ccd13932,20200407,20200420,train
Seasonal,139,16cfac7e25d609ab30399413169115db,20200310,20200323,train
Facades,F69,d3fdda31e309f6e707ea17b8ef8378f6,20200430,20200506,train
Biweekly,55,56b94a6ecc492cd31c3ea0113030d913,20200903,20200916,train
Biweekly,146,8a8cd4b517342b801390e885600c4d67,20200611,20200624,train
Seasonal,18,f495a419843c2dafbbeb7174e842307b,20200602,20200629,train
Billboards,B35,ce414dc56ab84ef9ef6c00da08747cad,20200430,20200506,train
Billboards,B47,a686b0d5d5c3905dfe710bf59d305265,20200611,20200624,train
Seasonal,343,e19d506d98c5654289a874f2fbbdd1f8,20200323,20200413,train
Biweekly,297,8a8cd4b517342b801390e885600c4d67,20200220,20200304,train
Biweekly,68,a686b0d5d5c3905dfe710bf59d305265,20200305,20200318,train
Facades,F64,ce414dc56ab84ef9ef6c00da08747cad,20200423,20200429,train
Facades,F69,5e40890b504ff3ff2a7e4a0ba01aeeaa,20200430,20200506,train
Facades,F126,1b34c5d079933dcd9a32bb7f6fa6b497,20200806,20200812,train
Billboards,B47,10f9066549c5cdbd30ab990400e1e68f,20200611,20200624,train
Biweekly,68,10f9066549c5cdbd30ab990400e1e68f,20200305,20200318,train
Facades,F73,838fa3b97e78a95f67bf3505bd4f3200,20200507,20200513,train
Biweekly,150,1469ff5871d97a8b4a2172f9e0a60330,20200611,20200624,train
Billboards,B33,1469ff5871d97a8b4a2172f9e0a60330,20200416,20200429,train
Billboards,B37,519d4d49c18b7e5254058181700a2d7f,20200430,20200513,train
Facades,F121,d358eed7677956c0cebccb50852ba9f6,20200730,20200805,train
Billboards,B45,bcab91d9927380fe4528844fad3fdca5,20200528,20200610,train
Billboards,B55,17773bd57e05584515ca6279bd92b392,20200709,20200722,train
Seasonal,339,24a26f7fdc3cd1461212b0914a2d5c8f,20200323,20200413,train
Biweekly,242,5c07603b43b4f9c3958bdff27653dcbd,20200416,20200429,train
Biweekly,242,e320c0c96eebc8c82da583c7380aeea2,20200416,20200429,train
Biweekly,54,17773bd57e05584515ca6279bd92b392,20200903,20200916,train
Biweekly,145,b0129180d9323d6344d7cabfe2949ccd,20200611,20200624,train
Seasonal,22,e14902a762bf433d215fe23b92a6a18a,20200602,20200629,train
Facades,F129,bbf9dc079e43e27eec5eccac54ca25e0,20200813,20200819,train
Billboards,B47,850fcfcb78df61421aa58236b293cf22,20200611,20200624,train
Billboards,B52,370ec4ef31df385018206c953567d6ff,20200625,20200708,train
Billboards,B55,a0d92666c34ed734accd3165b4e06224,20200709,20200722,train
Biweekly,12,e14902a762bf433d215fe23b92a6a18a,20200402,20200415,train
Biweekly,68,850fcfcb78df61421aa58236b293cf22,20200305,20200318,train
Facades,F77,fed3e8abf878e8820a88143dcd5d03df,20200514,20200520,train
Biweekly,55,aa8cc88f35f2f67426796a7e8f8b8fb6,20200903,20200916,train
Biweekly,152,d3734a8f28424d3729fdd44217f1de0f,20200611,20200624,train
Billboards,B55,0c8d496363a8b120bfecc5b8bb0d4444,20200709,20200722,train
Biweekly,304,d3734a8f28424d3729fdd44217f1de0f,20200220,20200304,train
Biweekly,150,a4e6edbf0e6e52ba37203d16f4609a11,20200611,20200624,train
Seasonal,18,1212ff8ecf53aebef093ca8ae216db68,20200602,20200629,train
Billboards,B33,a4e6edbf0e6e52ba37203d16f4609a11,20200416,20200429,train
Billboards,B41,4a3943151d46c35ba4760f0269354f02,20200514,20200527,train
Seasonal,29,7cb199cefc0d7e31644e77f1a07afb8a,20200602,20200629,train
Facades,F130,7cb199cefc0d7e31644e77f1a07afb8a,20200813,20200819,train
Biweekly,548,70527ca6d1dd7a26967d0bd71eacadb8,20200430,20200513,train
Seasonal,140,7cb199cefc0d7e31644e77f1a07afb8a,20200310,20200323,train
Facades,F73,f6fd7a3696dec2c1416b6cf94cc64ccf,20200507,20200513,train
Billboards,B37,afe5e27deb4264c991f5800007542070,20200430,20200513,train
Facades,F122,28bbee7f56fd89128fcbb62c08696583,20200730,20200805,train
Billboards,B55,c7899697ba8ae62de0f0bec50ed7df75,20200709,20200722,train
Billboards,B55,a35729ca0818186a6e96fb5664dc6037,20200709,20200722,train
Billboards,B60,7bdc0bc3c69c1f125fd92faab41b921d,20200723,20200805,train
Biweekly,240,afcf60c66a7bb41dd3cacf8700f0bea2,20200416,20200429,train
Biweekly,243,9c8af54d8abde6b87cea2264ccfd9208,20200416,20200429,train
Biweekly,295,d6411384958edac55dca5debfb83dfe5,20200220,20200304,train
Seasonal,358,e57023a8cb10991c1eee42342fa02464,20200225,20200309,train
Biweekly,72,7bdc0bc3c69c1f125fd92faab41b921d,20200305,20200318,train
Biweekly,75,6c1f1749873f123633beab5ceb90df84,20200305,20200318,train
Seasonal,139,c7899697ba8ae62de0f0bec50ed7df75,20200310,20200323,train
Biweekly,54,a35729ca0818186a6e96fb5664dc6037,20200903,20200916,train
Seasonal,22,db91e24452e74965233a93a8588c32ba,20200602,20200629,train
Seasonal,29,6105b533f0d2546b4bff21c853bf7129,20200602,20200629,train
Facades,F130,6105b533f0d2546b4bff21c853bf7129,20200813,20200819,train
Facades,F134,acafe43a33a053787f82e7d5e4066c51,20200820,20200826,train
Biweekly,12,db91e24452e74965233a93a8588c32ba,20200402,20200415,train
Biweekly,242,ba27c5828ea7c813a7c0c357a5e22e02,20200416,20200429,train
Biweekly,245,8aeec8b60f93a52be279ffdd64848e9f,20200416,20200429,train
Biweekly,245,0c493ec4d6405c178b4b934512568ab2,20200416,20200429,train
Seasonal,140,6105b533f0d2546b4bff21c853bf7129,20200310,20200323,train
Seasonal,21,fb2454cfef845b28ef64763b15d84504,20200602,20200629,train
Billboards,B33,d94ffe284e7b888d108ffce12fdec5cb,20200416,20200429,train
Facades,F70,cb78ef61b336c96cab7b0166df3e49f0,20200430,20200506,train
Billboards,B37,ecbbdf15c02207391d59da652b180411,20200430,20200513,train
Billboards,B60,4cd7c8d3f236e120acb3dc43ed248d2f,20200723,20200805,train
Biweekly,72,4cd7c8d3f236e120acb3dc43ed248d2f,20200305,20200318,train
Facades,F69,47bff5d656f908a428865ff4429cee7e,20200430,20200506,train
Billboards,B55,fecc24b053e47acf08a91e9820853ba7,20200709,20200722,train
Seasonal,341,caca3df5ba125f3b8785812ddca2d979,20200323,20200413,train
Seasonal,358,3814f7dc13dd9871105fefbcab302d54,20200225,20200309,train
Biweekly,54,fecc24b053e47acf08a91e9820853ba7,20200903,20200916,train
Billboards,B47,637041c596681f4e0d7c026d4c5f80f1,20200611,20200624,train
Biweekly,68,637041c596681f4e0d7c026d4c5f80f1,20200305,20200318,train
Biweekly,148,7ddb0d94bfdb000fb19b39a3ff297c06,20200611,20200624,train
Seasonal,22,1b083f44a7674fd05f8eb35c0877efe3,20200602,20200629,train
Seasonal,22,620b304db4616c42823ef6cf75a0faa5,20200602,20200629,train
Billboards,B37,c73d45b4692afbedaaad322a3cf473d4,20200430,20200513,train
Billboards,B55,03ee197f2befaccf999e84952e6983cd,20200709,20200722,train
Billboards,B55,0996d39243b16c3ef98eeaa7681967ba,20200709,20200722,train
Biweekly,12,620b304db4616c42823ef6cf75a0faa5,20200402,20200415,train
Seasonal,341,b5d499581e8798de872a2ac864c1c419,20200323,20200413,train
Seasonal,139,0996d39243b16c3ef98eeaa7681967ba,20200310,20200323,train
Billboards,B33,6a146a98504fe8eae6fbc534d5ac6cae,20200416,20200429,train
Billboards,B37,89d301c4792c6ee2f354d21b17cb577b,20200430,20200513,train
Facades,F122,5ae4d4ba1784f6e9dba5b7b228d64325,20200730,20200805,train
Facades,F137,f049d165a494530cceac3252483da913,20200827,20200902,train
Billboards,B55,a2aa869007847352ecf3ee52fc78efe7,20200709,20200722,train
Billboards,B55,4837eb272475e605af3c7b00a5b21380,20200709,20200722,train
Biweekly,69,ca53bd4b33091e101c681e2cc1c6a385,20200305,20200318,train
Seasonal,139,a2aa869007847352ecf3ee52fc78efe7,20200310,20200323,train
Seasonal,139,4837eb272475e605af3c7b00a5b21380,20200310,20200323,train
Biweekly,150,e2ef4dc0c2835edb16a5e6061bdbcc73,20200611,20200624,train
Facades,F133,3b3f5621a0f233a80929e44fdad231e2,20200820,20200826,train
Billboards,B56,1c0577f6583ab93c58395d2387d64b0f,20200709,20200722,train
Biweekly,238,9fbfe117306f9663ee1680830ff519dd,20200416,20200429,train
Billboards,B28,03f1b25fe4a5e5bec64bc9bd3e544b15,20200402,20200415,train
Facades,F126,ecc80a7d8a70a7eac64bfdb63e483e7d,20200806,20200812,train
Biweekly,548,8d6ba8ef849506a3149b8c000c82211f,20200430,20200513,train
Biweekly,69,20c7c4908f7a05b26ebff9f7191a7c17,20200305,20200318,train
Biweekly,72,35ce97aad1b68de0a8c8c61a0cbadfbb,20200305,20200318,train
Facades,F129,dedbeec8901969a38bebc8820caed03b,20200813,20200819,train
Facades,F132,39505d7e335cc178f4bdcfb6881ab382,20200820,20200826,train
Biweekly,243,2e0570a1ee95361955bb7f45423691a7,20200416,20200429,train
Seasonal,358,c9e5183952b90db4609bc18e804bdf08,20200225,20200309,train
Facades,F69,fcd43ce4cb74d3e9c058dcf3be4709e1,20200430,20200506,train
Biweekly,145,b4a243c242ba9ae2b4c0c8b14be7ff66,20200611,20200624,train
Biweekly,149,c1a5ec953de829af35a1e3aed09f7203,20200611,20200624,train
Seasonal,21,196a5c55cc004dc35b371f040bdb8962,20200602,20200629,train
Billboards,B37,6a83bca0e1857117aa9310635fc464ff,20200430,20200513,train
Billboards,B37,c57ea7c4c91a991569c5737eb8fb47a1,20200430,20200513,train
Facades,F129,ea32c7d27357bf2522edc96a535a9252,20200813,20200819,train
Facades,F134,5aaf23e31b8521f6aa2ba1e55e4730de,20200820,20200826,train
Billboards,B49,ec2c52e5afda0ed97523d2bbe69abb75,20200618,20200624,train
Billboards,B55,374c4dafb3f3e30f58518f8d5c3f593f,20200709,20200722,train
Biweekly,242,4ceaf48d4f923caf1d02bec71e93d436,20200416,20200429,train
Biweekly,548,101951339a48fbd230a65e309f078fd5,20200430,20200513,train
Biweekly,149,3a33630fdc9225277ac62b09c349cff0,20200611,20200624,train
Billboards,B30,bc0022719294bb4d5cf08079a33ee3b7,20200402,20200415,train
Biweekly,150,c0c89854fc27ed85174607f006b74869,20200611,20200624,train
Billboards,B33,c0c89854fc27ed85174607f006b74869,20200416,20200429,train
Billboards,B55,0d4018e4a5d93350c3c5accce92f977f,20200709,20200722,train
Billboards,B55,b06de86d924d1702ea859ff97ed7b30b,20200709,20200722,train
Biweekly,70,b2c83f93b1a52a9849f69b0bda975708,20200305,20200318,train
Seasonal,139,b06de86d924d1702ea859ff97ed7b30b,20200310,20200323,train
Biweekly,54,b06de86d924d1702ea859ff97ed7b30b,20200903,20200916,train
Seasonal,26,1e60d2040dd17b89af2d0851f3479171,20200602,20200629,train
Facades,F134,530ab114be83f38529b44856f6ce986b,20200820,20200826,train
Seasonal,343,8740cc1648cb088ed1f566014f977ee3,20200323,20200413,train
Biweekly,238,d930692b95ab749ae8a1a4fd5d594675,20200416,20200429,train
Biweekly,237,cf55ed1e99b771fd0406380b85a281c4,20200416,20200429,train
Biweekly,71,1e60d2040dd17b89af2d0851f3479171,20200305,20200318,train
Biweekly,67,cf55ed1e99b771fd0406380b85a281c4,20200305,20200318,train
Facades,F69,ada7015a3b1840363f21b0b7e047271d,20200430,20200506,train
Biweekly,152,b5b54710a79b644b8e8dcd8f9976b662,20200611,20200624,train
Biweekly,304,b5b54710a79b644b8e8dcd8f9976b662,20200220,20200304,train
Seasonal,21,e4218e4c25d48d9fb825748b7a0d4001,20200602,20200629,train
Billboards,B35,77f07f6168e3f1fdf22caed73164eb49,20200430,20200506,train
Billboards,B37,7afc9431efc401d31a656a9194aa70c6,20200430,20200513,train
Billboards,B37,881a7a9b92a1fbc88618462e6cafd0e2,20200430,20200513,train
Facades,F128,697cc8e10b06ab6f587e141ca47f4b99,20200813,20200819,train
